,tconst,reviews
197,tt1028532,"Well what can i say. I'm a guy i don't cry about movies i know its fake but i gotta say this one caught me by surprise even tho id watched the trailer and read a few reviews already. by the end of the movie i was in tears absolutely broken down crying my eyes out. and saying that i probably haven't shed a tear in about 8 years for anything but i love dogs and this is the most amazing story I've ever seen this is probably the best movie I've seen in about 10 years and i have seen almost everything.

as u can prob tell i would advise everyone to see this and stop and think for a moment if we all cared for each other like we know we should like this movie teaches us wouldn't the world be a better place?"
198,tt0087544,"
First off, let me state emphatically that I'm referring to the REAL version of the film, not the pathetic crippled creature distributed as ""Warriors of the Wind"" on video. Although I must admit that I first fell in love with the movie in that form, I have now seen the full subtitled version, and I place a hideous curse on those who hacked over 20 minutes from its running time.

Although the incredible ""Princess Mononoke"" later upstaged this early work in terms of art and detail, in many ways I still prefer ""Nausicaa"". Its imaginitive and well-conceived world puts me in mind of Dune with its feuding factions, its giant creatures, and its strong ecological message. Even with a rather long running time, the story moves very briskly (boiled down as it was from a very lengthy manga series). The music deserves special mention, as well, as it is a large step up from the electronic pop stylings of most anime.

If you can get your hands on a copy of the original version, you'll find it more than worth the effort.
"
199,tt2948356,"A Terrific Movie From The Great Walt Disney Pictures.

In The World Of Zootopia,all kinds of animals live in peaceful harmony.

There is no kind of racism or violence:"" It is a perfect world where love,equality and peace of mind rule"".

It is true that peace can never happen in any place in the world if there is oppression,racism,inequality and discrimination.

Walt Disney Pictures clearly delivers a useful moral of love,unity,integrity and peace of mind.

This Top movie also stresses on the fact that drugs are harmful.

Zootopia tells the story of a rabbit named Judy Hopps (Goodwin) who wants to be the first rabbit cop, so she joins the ZPD (Zootopia Police Department).

The smart and cute female rabbit plans to achieve justice in Zootopia.

This masterpiece movie is highly recommended for all kids and for every adult individual in the world who seek justice,freedom and peace of mind.

Honestly Speaking ZOOTOPIA IS INDEED A TERRIFIC WALT Disney MOVIE."
200,tt0052311,"
Seldom have I seen so many comments with so little understanding. The movie is not about Heston's ""Mexican-ness"" or lack of it. The movie is not about the 5 or 8 or 10 minute opening shot. The movie is not even, god help us, about Welles' descent from the heights into ""slumming it"" in a ""Grade B"" flick.

The movie is about two things : film-making, and character. Every shot worth remembering (and there are few that aren't) is an exercise in the possibilities of film, particularly black and white film. Woody Allen makes movies in black and white that are  all conversation. Welles made movies in black and white because that's where the colors of the characters, the location and ultimately the meaning of the movie are possible. Black and white film is about the infinite possibilities of shadow. Touch of Evil is about the infinite possibilities of human nature.

Heston, for those of you who just can't see past a ""bad"" accent is about rigidity and short-sightedness. What kind of idiot would leave his wife in all those threatening situations? The kind of idiot who can't imagine that anyone would harm HIS wife, simply because she IS his wife! Akim Tamiroff's Grandi is about flexibility to the point of breakage. Always playing ALL ends against the middle he is the essence of ""harmless"" corruption, that ultimately harms everyone.

And Welles' Hank Quinlan ... I just don't have the time or space to explain that Quinlan is about the true cost of police work when the humanity has gone out of it. Ultimately Quinlan would kill his best and only friend, the only one, as Dietrich has it, who really loves him. At one time, perhaps, Quinlan WAS the image that Pete  Menzies saw. But the man behind that image was eaten up long ago with alcohol and frustrated grief. It's all about winning and losing now, and things he would never do. Until he does them.

There are so many other moments and characters that I'm afraid you'll just have to watch the film with your eyes and your mind open instead of shut to ""get it"". Pay attention to what's on the screen instead of the smart, cynical, hip comments you can make about an actual work of heart.

Well, what the hell. Joan Didion said it best. Film criticism is petit point on kleenex.

Raoul Duke"
201,tt0032551,"This movie is so real..at least to this person, who lived these things that happened in the movie. I will tell a short version of my personal life to let you know how it affected me from my own experience of growing up in the Thirties

I think their must have been more then one car because ours was full of stuff in the back seat, clear up almost to the roof. Frankie, Bill and me (my brothers) all was on top of the stuff in the back seat, had to stay lying down was not enough room to set up. What I remember most about the trip was it was awful hot when we went through Arizona and we had not much water, the water we had was in a canvas bag, hooked to the front bumper to help keep it cool. We did not get much because dad was saving it for the car when the car got to hot. Mom told us to suck on pebbles, and we did. It was a bad time every where. No jobs or anyway to make any money. 

We were going to California because their was suppose to be some picking work their, after we got to California we saw miles of potatoes all loose piled up high my guess would be about six feet high, they had put lime or something that looked like lime it was a white powder to keep people from taking them to eat.

We found a place to pick plums that they used to make prunes and we lived in a Quonset hut made of corrugated metal setting on a concrete slab. The public toilets were near were we stayed, Joe and his wife (Family friends)had their own Hutthis was the time that dad & Joe would sell tickets for people to watch them box each other in a ring at the recreation hall on the property. Also they joined a baseball team and played baseball, dad played left field. We got to watch them play for free.

Seems like Frankie and I played together a lot don't think Bill did because he was still a baby his self, Doris and Dorothy (my sisters) was still crawling so Bill could not have been very old at that time. Frank & I would go pick up plums off the ground and we would bring them home, Doris and Dorothy would set in the box and eat them. You can guess what they would look like when mom and dad got home, their was no air condition back then so they would take a hose and squirt water on the tin Quonset hut to try and cool it off some, I know when we went west we looked like those grapes of wrath folks in the movie.

That area was the first time I ever saw a frog walk, it was to hot for them to hop, when they tried to hop their bellies would touch the ground ( gravel) and would burn them, any way that's what we thought at that time. I saw the movie of Grapes of wrath a long time ago, and I remember it so well, I cried most of the time it was on because it reminded me of the hard time we all had back then, I was born in Oklahoma and it was just a terrible time in the late thirties I would love to see the movie again, its to me a history of my family, I am 71 1/2 years old now and still remember it very clearly.

Gene McDaniel"
202,tt0079944,"
Some have claimed that ""Stalker"" is not a science fiction film. I'd say it's more of a science fiction film than most of what Hollywood passes off as part of the genre, most of which are simply action films with a sci-fi bent. Stalker is science fiction in the vein of the genres greatest writers like Phillip K. Dick and Stanislaw Lem.  It's pure science fiction, based on science, metaphysics and speculation, not some action fantasy or space opera that fits into the genre on the technicality that it takes place ""in the future"" or ""a long, long time ago"".   The film is slow...very slow but it has to be to put you into the mindset of the film.  After the opening 30 minutes the pacing actually draws you into the film in a more personal way more than any Cyborg-post-apocalyptic-hell crap Hollywood could spew out. This film is truly sci-fi, and truly great sci-fi."
203,tt0353969,"
I read a review about this movie and am aware what business it made in Korea, but nothing (I mean NOTHING) prepares me for this great work. With the exception of, perhaps, SE7EN, serial-killer movie has never been this good. The story (about real-life killings of 10 women in Korea during the 1986-1991) is compelling enough, but the actors (Song Kang-ho cuts you deep even when he's silent, and his big-city partner offers emotional jolts at the end), the director (effectively plays some scenes in docu-style approach), the cinematography (a shadow creeps out in the paddy field will give you, well, creeps. big one.), and the music (haunting) are welcome bonuses.

One scene that impresses me most is the crime-scene midnight chase between a
suspect, 2 local detectives, and a big-city detective (who doesn't know his local partners are there watching him). Humorously intense, or intensely humorous, whichever serves you well.

The only regret is I saw this one on DVD, while I believe a movie this big (in many senses) deserves to be seen in theaters. Korean movies rarely touch Indonesian theaters.

**** out of ****

Try to listen the song SAD LETTER in this movie and tell me it's not haunting you. A magnum opus.
"
204,tt0075686,"
The film that bested Star Wars for the 1977 Best Picture Oscar, Annie Hall is a remarkable achievement in filmmaking that transcends its simple, romantic premise to create a stunning portrait of not only 70's pop culture, but of human nature cumulative.  Directed and co-written by Woody Allen, who has since directed other gems such as Hannah and Her Sisters and The Purple Rose of Cairo, Annie Hall also stars Allen as Alvy Singer, a neurotic, death-obsessed comedian who seems unlucky in love and life.  That is until he meets Annie, brilliantly played by Diane Keaton, who is beautiful, fashion-savvy, carefree (she likes using expressions like `la di da'), and a
terrible driver.

Annie and Alvy's relationship is an unlikely one.  She's a Midwestern girl, straight out of white-bread Wisconsin; he's a life-long New York Jew who grew up (literally) under the Coney Island roller coaster.  He's been seeing a therapist for the past 16 years; she only `needs' one once she meets him. She's an extroverted aspiring singer; he's an introverted, world-despising imp.  Yet Allen and Keaton are so perfect in their roles, they improbably make this couple one of the most memorable ever.

The plot revolves around Alvy's chronicles of loves lost and a retrospective on his relationship with Annie, with whom he has since parted ways.  At the end of the film, we see Alvy try his hand at stage-writing-he writes a play about his relationship with Annie, but gives it a happy ending.  Yes, Annie and Alvy don't have a fairy tale ending to their relationship, but Alvy certainly wishes they had, even though he learns to live with the acknowledgment it has failed.

The best part of Annie Hall is its incredible screenplay-the best ever to be written.  Not a word is wasted nor a line unquotable.  Except here, while Allen's early films had thrived on streams of one-liners, Allen doesn't go for cheap laughs-each line is simultaneously hilarious and poignant. Everything is part of a greater whole.  We laugh because it's funny, but there's a greater dynamic at work in Annie Hall.  This is a story not exclusively about a relationship between two people, but also a musing on 70's politics, drugs, East Coast/West Coast rivalry, narcissism, religion, celebrity, and several other topics with which Allen deals with extraordinary ease.

Yet Annie Hall would not be among my favorite films of all-time if it were just Woody Allen ranting and raving about what he likes and dislikes. There are other Allen films that serve that purpose, i.e. Deconstructing Harry, and they're not nearly as good.  What separates Annie Hall is its grace, the believable chemistry between Keaton and Allen, the unique direction (ranging from split-screens to cartoon imagery to on-screen subtitles of what the actors are thinking), but mostly because it's the rare film to find a perfect balance between sheer entertainment, humor, and poignancy.


When the dust had settled, Diane Keaton deservedly won an Academy Award for her performance, Allen took home Oscars for direction and writing, and the film beat out Star Wars for Best Picture, which most people consider a complete sham.  Evidently, those people didn't see Annie Hall, for if they had, they'd recognize that the acting, writing, and even the direction in Star Wars can't hold a candle to Annie Hall, one of the best films ever made.

10/10
"
205,tt0120382,"Ashaming that the Academy of motion picture arts and sciences has never realized what a brilliant actor Jim Carrey really is. The is no explanation for him not getting the Oscar for the Truman Show, there is no excuse for not even nominating him for The Truman Show and Man on the Moon. I like the academy Awards, most of the time it is a fair thing, but in that year it was a disaster. How else can you explain that in the year of Saving Private Ryan, The Thin Red Line and of course The Truman Show the most boring and joyless film of all time Shakespeare in Love gets eight, I repeat, eight Oscars and the Truman Show gets none? I think it is because Jim has made so much Comedy, nobody really knows what tough work comedy means. It is ashaming that the Academy is sometimes still driven by outdated prejudices. For me, Jim Carrey is the greatest and most versatile actor in the world! And The Truman Show is The greatest performance by an actor I have ever seen on screen. Finished!"
206,tt0112471,"
What an incredibly brave and honest look at relationships. I've have never seen a film so precisely and brilliantly capture this kind of emotion and transfer it to the screen the way Before Sunrise does. What a crime that neither Ethan Hawke or Julie Delpy was nominated for any major acting awards, actually screw that! What a crime it was that they didn't both sweep every major acting award altogether and that Richard Linklater didn't get any recognition for the screenwriting or brilliant directing of his wonderful actors! Loved the ending (as much as it pained me at the same time), loved how after it all they go back and show every location that the couple shared together. Loved how the dialogue never wavers, never addressing the relationship directly but allows us to indirectly see a geniune bond forming through the body language, facial expressions, and the dialogue, ooooohhh the dialogue. Every bit of it plucked right from those top ten late night conversations we've all had with close friends whether it was serious or in jest. And respect to Linklater for keepin it real, the movie was rated R cause of a couple minor swear words? Could of easily been removed without really desecrating the film but he keeps it in anyways. Screw you hollywood, your 'romantic comedies', your Freddie Prinze Jr.'s, your 'take the glasses off the girl and now she's pretty' movies. This is real romance! This is what I come to the movies for, to think, to be provoked and to be swept away by the magic that only cinema can provide. Before Sunrise has single-handedly reminded me about why I goto the movies......
"
207,tt0440963,"I don't hand out ten star ratings easily. A movie really has to impress me, and The Bourne Ultimatum has gone far beyond that. Furthermore, this trilogy has come together so nicely, that I believe it to be one of the greatest motion picture trilogies of our time. Though all three films could not be any more different from the Ludlum novels, they still stand as a powerful landmark in cinematic achievement. The Bourne Ultimatum made me want to cry that the series was complete, yet I could not even attempt to stop smiling for hours.

From the moment that the opening title appeared, I knew we were in for a ride. Paul Greengrass has done it again. Everything we love from the previous Bourne films is here once again: the action, the dialogue, and of course the shaky camera. However for me, that last one was never a problem. I think it adds to the suspense.

I will be back to see this film several times before it is released on DVD, simply because it is genius. It is a perfectly satisfying conclusion, and should stand the test of time as a fantastic movie, and altogether, an unforgettable trilogy."
208,tt0083987,"
""The object of this massive tribute died as he had always lived, without wealth, without property, without official title or office.  Mahatma Gandhi was not the commander of armies, nor the ruler of vast lands.  He could not boast any scientific achievement or artistic gift.  Yet men, governments, dignitaries from all over the world, have joined hands today to pay homage to the little brown man in the loin cloth, who led his country to freedom.""

This quote is from the funeral scene in the 1982 film ""Gandhi"".  Richard Attenborough directed this massive epic about the man that freed India. The film opens with Gandhi's assassination.  The next scene, his funeral, is one of the greatest scenes in cinematic history. Attenborough managed to recreate Gandhi's funeral on January 31st, 1981, the 33rd anniversary of the actual funeral.  It is estimated that nearly 400,000 people were on hand to be a part of the filming the recreation. This film was made before CGI (computer generated images), so the funeral scene is probably the last live action crowd of that magnitude that will ever be filmed.


Mahatma Gandhi's message of non-violent resistance is delivered in an interesting and enthralling body of art.  This film has made and will make millions of people aware of the little brown man that took on the British Empire and won.  ""Gandhi"" serves both as entertainment and an important historical record of one of the most important figures in history.


Ben Kingsley played Gandhi.  He was the perfect for the role.  He resembled the real Gandhi.  He was young enough to portray Gandhi as a young man. He is a British actor that nailed the British influenced Indian accent.   He is a wonderful actor that was patient and humble with such an important part. And he was a relatively unknown actor at the time, so the ""big-time actor"" persona did not get in the way of viewing the film.  He did win both the Academy Award and Golden Globe for best actor, for this role, which I agree he deserved.  He became Gandhi.

The cinematography was outstanding.  Attenborough filmed ""Gandhi"" on location in India.  The scenes of India are spectacular, and India is very much another character in the film.  This film is as much about India itself as it is about Gandhi.  Attenborough shows the audience the people of India from its countryside to the vast city of Calcutta.  It is suggested by Kingsley, on the DVD, that Attenborough had a difficult time with the elite class in India at the time of filming.  They were against the making of such a film by an Englishman.  Undeterred by their negative thinking, he persevered to enlist thousands of Indians to help make this film.  Every crowd scene, he used real Indians from the area. Attenborough also won both the Academy Award and Golden Globe for best direction.

This movie is a must see for everyone.  It should be required viewing in high schools, as part of History class.  The fight against prejudice will forever be relevant.  It is also a beautiful work of art.  This movie is not tainted by the embellishment of Hollywood (see ""Pearl Harbor"" for that). Of course, it would have been hard to screw up a movie about such a great man. 10/10
"
209,tt0046911,"
Are you alone? good. Have you turned off the lights? good.Is there a storm brewing in that dark foreboding sky?Excellent. Do you like brilliant black and white movies? Wonderful.Now, sit back and enjoy the best of the best. This is quite simply the best psychological thriller ever made.Often imitated but never bettered. If you have a problem with subtitled films then don't worry because you will understand this film without reading them. If you want slash and gore, go elsewhere.If you want sophisticated entertainment,you've come to the right place.Georges Cluzot's finest work is a thing of beauty as is his wife Vera, who stars opposite Simone Signoret as the schoolmaster's wife.From the very start it is very clear that all is not as it seems. But why? and who? What is the terrible secret of the swimming pool and later on, the bathtub? As the tension builds to an unbearable climax, we sit and hide behind our hands, peering through the gaps in our fingers.Oh my God!! it can't be!.....it is!  Do not confuse this movie with the disgraceful remake starring Sharon Stone. All copies of that disaster should be burned. Watch this movie if you are a serious film buff. Rent something else if you have the attention span of a goldfish.Brilliant. 10/10
"
210,tt0075148,"It's hard to explain what this movie means to me. Words could never. I remember when I was a kid, I never liked the first Rocky, was too obsessed with III and IV. It happened when I was 11 and I went to see V in the theater. I never been to a movie like that before. People were screaming and cheering. Shook the whole damn place. They were dancing in the isle's and celebrating. It was then I realized the true power of Stallone's vision. The realization that only the original would ever really matter.

Rocky to me is so many things. I had to beg my girlfriend to see it. She said she doesn't like boxing. I almost dumped her right there. If she wasn't so hot, I probably would have. I was crushed that someone could think that this movie is about boxing. To me it was never that. It's about a guy, much like you or me, who's down on his luck and everyday feels like Sunday. He's pushing 30, single and broke. I'm sad to say that at this moment it almost reminds me of myself. Every minute more another reason. 

It's hard to pick my favorite scenes from the movie. I love the chemistry between Rocky and Adrian (Shire). When he's talking to door and she finally comes out and then stops to look in the mirror. It's a thing of beauty. Or when Mickey (Meredith) goes over to Stallones apartment. Rocky gets upset and punches his shitty wall, then goes to hide in the bathroom. The look on Stallone's face when he comes out to find Mickey still there is priceless. I heard it wasn't in the script or directed, just happened. But the one that does it for me is when he comes home in the opening scene after the chapel fight. He turns on his record player and goes for a beer, but it's empty, like everything else in his life. Talks to the turtles and his fish, why because the Rock is lonely. Goes to the mirror and practices a joke for his love. Looks at a picture of himself and realizes he's wasting his life. It's more than beautiful or real.

It's safe to say that I have seen the original more than 100 times. I still feel all the emotion. I love this movie more than any other film. I hope one day, with God's help, to show it to my kids and have them feel the same way. I think if I ever got the chance to meet Stallone, I'd want to thank him. Tell him how he changed my life. But in reality, he probably wouldn't care. Because, ""I'm at least half a bum."""
211,tt0246578,"
Donnie Darko is a type of movie that provides any viewer a type of material that promotes hard thinking and even harder re-thinking.  After the film ends, it's almost impossible to keep yourself from thinking of all the possible way to interpret such a film.  It's not quite surreal or full of quirky nonsense, it's more like a set of events, which seem to make sense on one level, no sense on another level, and finally perfect sense on another level.  The movie acts as an illusion to what's really going on, its almost pleasantly distracting.

Our main character, Donnie Darko, is a boy suffering from sleep walking, and now what appears to be delusions.  He manages to avoid a certain death with the aid of a man in a bunny suit.  This twisted bunny also informs Donnie that the world will come to an end within the month.  This sparked curiosity and dread in Donnie, who also has every other aspect of a teenager's life to worry about.  The film proceeds with the feel of a teen flick, the style of a horror, and a plot suited for a fantasy.


The end of the movie is the part which will make you want to watch it again.  You'll think you've discovered what's really going on after the first time, prove yourself wrong on the second time, and will sit and watch every possible detail the third time.  Richard Kelly has created an instant cult classic, and perhaps something more than that.  Extremely well written with believable characters speaking believable dialogue.

I'll be the first to admit, this film is not for everyone.  People will either love it, or despise it with all their heart.  I thoroughly enjoyed this film and would recommend it to anyone who has a taste for dark humor and a desire to put the pieces of the puzzle together over and over, long after the film has ended. 10/10"
212,tt1201607,"I watched Harry Potter and the Deathly Hallows Part 1 and was very pleased with how well it stuck to the book. Because of this, I had high expectations for Part 2. I mean, if you did so well in the first half, you have to do just as well in the second half, right? Right? Wrong.

The movie started off very well, starting from exactly where it left off in Part 1 and staying faithful to the book all the way to when Harry and co break into Hogwarts. That's where it starts to go down hill.

*Spoilers!* 

The good: 

- Neville. He was perfectly perfect. I really wish they gave him more screen time because he was adorable.

- The Gringott's scene. Very well done.

- The emotion we are shown from Snape. Throughout the series, he's been rather monotonous and emotionless. In the pensieve, we see a different side of him and it is a refreshing change.

- The battle at Hogwarts. It was intense and wonderfully done.

- Helena Ravenclaw. It was very emotional and creepy. Although they did not tell us her back story with the Bloody Baron.

- Rupert Grint and Dan Radcliffe shirtless. That's certainly a plus.

OK you know it's bad when I resort to writing about that.

The bad: 

- They completely took out the scene where Harry and Luna go into the Ravenclaw Common Room, where they are ambushed by one of the Carrows. It appeared as if they would show it, as I hope they would (I've always wanted to see the other common rooms), but then they don't. Hm.

- Fred's death scene. Gone. Yup. They show his body once at the end and don't even give you time to grieve before moving on to the next scene. This was an insult to his character's memory.

- Crabbe's disappeared. Gets replaced by Zabini, and replaced in a different way by Goyle.

- Snape's memories are rushed and they take out some of the most interesting memories. They just go through a few of them quickly. I've always enjoyed the memories, because you get to see life at Hogwarts through the eyes of someone else for a change, in a different time era.

- Hermione and Ron battle Nagini, and eventually Neville slays the snake. Eventually. It takes some time getting to that scene.

- There is not a single mention of Teddy Lupin. That is, until the end when Harry suddenly knows about Lupin's son. Weird, considering Harry was camping in a forest and hadn't heard of any of this.

- Collin Creevey is replaced by that random Nigel kid.

- The students are not sent home. No, the teachers think it's OK to just lock the Slytherins in the dungeons and let everybody else stay and fight.

- Still no mention of the significance of the horcruxes. Hufflepuff's cup is just a plain old cup that Voldy turned into a horcrux.

- Not enough interaction with characters other than the trio. Too much Harry. It's as if everybody else just have cameos.

- Random scene where they blow up one of the bridges (ignoring the fact that there are like 2 other bridges that would take them into the school).

- Voldemort's and Bellatrix's death = explosion into confetti!

- Percy's on the good side all of a sudden. No explanation at all (a reoccurring theme with Yates, don't you think?).

- Harry does not fix his old wand with the Elder Wand. No, instead he takes the Elder Wand and SNAPS IT IN HALF. Is that even possible? I didn't think so. So Harry breaks the wand and then chucks it into the abyss. Really Yates, really?

- All of the fun and cheerful dialogue from the future scene has been resorted to everybody staring and smiling at each other. No explanation once again. They don't even say who's who! Plus there is absolutely no chemistry between Dan and Albus Severus. And it was really awkward to see them all with old make up on.

- Goodbye Dumbledore's back story! 

- Too many attempts at one-liners and humorless jokes.

*End of Spoilers* 

All in all, all of the personality and charm of the series was zapped away in an attempts to make this final movie is action-packed as possible. It's a shame to see something that you've grown up with, learned to love, taken and twisted into somebody's 'vision.' I mean, why bother adding your own unimportant scenes to the movie, when there are perfectly good ones in the book that you did not bother using at all? There's no...bonding with the characters, no connection with them you felt in Part 1. I did not feel the love for this movie like I had with the book. There was just so much significance that was left out of that movie, and it is such a shame. It had such potential to be a fantastic movie, and it fell short all because of the changes that were unnecessarily made.

See the movie, and I'm sure you'll form your own opinion of it. It's not a bad movie, just disappointing and unsatisfying for a die-hard fan who's been following the books for 10 years of their life."
213,tt0056801,"Frederico Fellini's masterwork 8 ½ is difficult to approach largely because of its reputation. Many critics also state that the film is so complex that it requires multiple viewings to understand, and this is likely to intimidate many viewers. But in truth, and in spite of its surrealistic flourishes, 8 ½ is more straight-forward than its reputation might lead you to believe.

The storyline itself is very simple. A famous director is preparing a new film, but finds himself suffering from creative block: he is obsessed by, loves, and feels unending frustration with both art and women, and his attention and ambition flies in so many different directions that he is suddenly incapable of focusing on one possibility lest he negate all others. With deadlines approaching the cast and crew descend upon him demanding information about the film--information that the director does not have because he finds himself incapable of making an artistic choice.

What makes the film interesting is the way in which Fellini ultimately transforms the film as a whole into a commentary on the nature of creativity, art, mid-life crisis, and the battle of the sexes. Throughout the film, the director dreams dreams, has fantasies, and recalls his childhood--and this internal life is presented on the screen with the same sense of reality as reality itself. The staging of the various shots is unique; one is seldom aware that the characters have slipped into a dream, fantasy, or memory until one is well into the scene, and as the film progresses the lines between external life and internal thought become increasingly blurred, with Fellini giving as much (if not more) importance to fantasy as to fact.

The performances and the cinematography are key to the film's success. Even when the film becomes surrealistic, fantastic, the actors perform very realistically and the cinematography presents the scene in keeping with what we understand to be the reality of the characters lives and relationships. At the same time, however, the film has a remarkably poetic quality, a visual fluidity and beauty that transforms even the most ordinary events into something slightly tinged by a dream-like quality. Marcello Mastroianni offers a his greatest performance here, a delicate mixture of desperation and ennui, and he is exceptionally well supported by a cast that includes Claudia Cardinale, Anouk Aimee, and a host of other notables.

I would encourage people not to be intimidated by the film's reputation, for its content can be quickly grasped. When critics state the film requires repeated viewing what they actually seem to mean is that the film holds up extremely well to repeated viewing; each time it is seen, one finds more and more to enjoy and to contemplate. Even so, I would be amiss if I did not point out that people who prefer a cinema of tidy plot lines and who dislike ambiguity or the necessity of interpreting content will probably dislike 8 ½ a great deal. For all others: strongly, strongly recommended.

Gary F. Taylor, aka GFT, Amazon Reviewer"
214,tt0198781,"
While monsters in the closet may seem to be a scary reality for some children, `Monsters, Inc.' makes it light hearted by showing them it's all in a night's work.  The characters are as charming as the cast that speaks for them.

It's a learning experience children get to see how an industry works. Monsters, Inc. is an in-genius corporation that has scientifically learned how to channel children's screams into energy that is used for electrical power.  It has monster employees, an assembly line of doors (which give monsters access to children's bedrooms), a top-flight training program and some of the top Monsters in the scaring business.

There's a colorful Metropolis, filled with houses, buildings, businesses, cars and everything that makes a city run smoothly along with a population of colorful creatures.  One of the colorful groups of creatures is the yellow swat team.  Their job is to protect the Metropolis of Monsters, Inc. from human contamination.

But what happens when a human child mysteriously gets through the bedroom door and terrorizes the city with screams and boo's.  It's wondrous and funny.  In the mist of all this is industrial crime, brought on by greed. But, the story ends on a very happy note.

John Goodman is the voice of `Sulley' a colorful large blue-green ape like monster who's the star Monsters, Inc. employee.  He's some type of monster, cut, cuddly, and he has a conscience that leads him to feelings of regret about scarring children.  He becomes attached to Boo (voice of Mary Gibbs) a
cute, little big-eyed girl who is mysteriously brought to Monsters, Inc. and in his quest to return her home becomes very attached to her.

Sulley's best friend is Mike (voice of Billy Crystal) who's a funny looking green ball with stick legs and one huge eye.  His comedy is seen through out the movie.  Mike is Sulley's driving force, acting as his agent.  Mike's job is to make sure Sulley remains the top Monsters, Inc. employee. But when it comes to laughter Mike proves he's on top.

Mike's girl friend Celia (voice of Jennifer Tilley) is the stylish employee who has Mike's best interest at heart.  Her job is to keep him out of trouble.

I give Monsters, Inc. a ten.  It is an animated movie that can be enjoyed by the whole family.  It makes for great family fun.
"
